Straßennummer;Straßenname;Folge;Hausnr. (von);Zusatz zur Hausnr (von);Hausnr. (bis);Zusatz zur Hausnr (bis);Ortsbezirk;Stadtteil Name;Stadtbezirk;Stadtbezirksvorst;Schiedsamtsbezirk;Sozialrathausbezirk;Sozialbezirk;Polizeirevier;Postleitzahl
2670;"Am Brunnengarten";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2671;"Am Hang";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2672;"Am Hasensprung";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2673;"Am Hopfenbrunnen";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2674;"Am Markstein";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2675;"Am Oberschlag";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2676;"Am Weißberg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2677;"Am Weißkirchener Berg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2678;"Am Zedernholz";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2679;"An der Bergstraße";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2680;"An der Grünhohl";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2681;"An der Wellenburg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2682;"Bachstraße";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2683;"Bonifatiusstraße";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2684;"Carbonestraße";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2685;"Falkenweg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2686;"Fasanenweg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2687;"Gickelgasse";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2688;"Grubweg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2689;"Habichtsweg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2690;"Hullach";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2691;"Im Hain";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2692;"Im Kirschenwäldchen";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2693;"Im Wiesengrund";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2694;"In der Wink";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2695;"Kalbacher Hauptstraße";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2696;"Kalbacher Stadtpfad";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2697;"Lange Meile";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2698;"Neugasse";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2700;"Schwalbenweg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2701;"Sperberweg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2702;"Talstraße";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2703;"Wirschelweg";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2704;"Zum Bergwerk";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2705;"Zum Schlinkenborn";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2706;"Alt-Harheim";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2707;"Am Auweg";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2708;"Am Entenpfad";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2709;"Am Eschbachtal";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2710;"Am Römerbrunnen";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2711;"Am Wetterhahn";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2712;"An der Pfarrwiese";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2713;"Bürgerstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2714;"Eckstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2715;"Grundweg";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2716;"Haintalstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2717;"Harheimer Stadtweg";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2718;"Hermannspforte";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2719;"Hochfeldstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2720;"Im Kalk";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2721;"In den Biegen";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2722;"Keltenstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2723;"Korffstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2724;"Maßbornstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2725;"Merzenstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2726;"Philipp-Schnell-Straße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2727;"Quellenstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2728;"Reginastraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2729;"Riedhalsstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2730;"Spitzenstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2731;"Steinritzstraße";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2732;"Tempelgasse";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2733;"Urnbergweg";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2734;"Winkelgasse";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2735;"Zur Untermühle";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2736;"Albert-Schweitzer-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2737;"Alte Hofgasse";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2738;"Altvaterstraße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2739;"Leo-Tolstoj-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2740;"Am Sprudel";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2741;"An der Bornhohl";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2742;"Bert-Brecht-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2743;"Karl-Bieber-Höhe";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2744;"Lagwiesenweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2745;"Oberer Kirchwiesenweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2746;"Schmiedgasse";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2747;"Tannenweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2748;"Unterer Kirchwiesenweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2749;"Urseler Weg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2751;"Hinter der Krebsmühle";"";"";"";"";"";"8 ";"Niederursel";"482";"8.64";" 8";"A2";44;"14";60439
2752;"Albert-Einstein-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2753;"Alt-Niedereschbach";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2754;"Am Hollerbusch";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2755;"Am Lehenweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2756;"An der Walkmühle";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2757;"Aschebachstraße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2758;"Auf dem Ried";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2759;"Auf der Steinern Straße";"gerade";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2759;"Auf der Steinern Straße";"ungerade";"1";"";"7";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2759;"Auf der Steinern Straße";"ungerade";"15";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
2760;"Bathgartenweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2761;"Berner Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2762;"Budapester Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2763;"Dahlienstraße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2764;"Deuil-La-Barre-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2765;"Fritz-Erler-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2766;"Genfer Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2767;"Georg-Büchner-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2768;"Glockengasse";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2769;"Glogauer Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2770;"Görlitzer Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2771;"Gustav-Mahler-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2772;"Heinrich-Becker-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2773;"Ludwig-Quidde-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2774;"Max-Planck-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2775;"Narzissenstraße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2776;"Niedereschbacher Stadtweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2777;"Prager Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2778;"Rilkestraße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2779;"Rudolf-Breitscheid-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2780;"Tulpenweg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2781;"Weimarer Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2782;"Zum Eschbachsteg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2783;"Hugo-Eckener-Ring";"";"";"";"";"";"5 ";"Flughafen";"329";"5.34";"5A";"A6";23;"19";60549
2784;"Victor-Gollancz-Weg";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
2785;"Maybachbrücke";"";"";"";"";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"12";60439
2785;"Maybachbrücke";"";"";"";"";"";"8 ";"Heddernheim";"431";"8.61";" 8";"A2";37;"14";60439
2785;"Maybachbrücke";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"12";60433
2785;"Maybachbrücke";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"14";60433
2785;"Maybachbrücke";"";"";"";"";"";"9 ";"Eschersheim";"451";"9.65";" 9";"B3";39;"14";60439
2785;"Maybachbrücke";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60433
2785;"Maybachbrücke";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"12";60439
2785;"Maybachbrücke";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"14";60433
2785;"Maybachbrücke";"";"";"";"";"";"9 ";"Eschersheim";"452";"9.66";" 9";"B3";39;"14";60439
2786;"Dörpfeldstraße";"";"";"";"";"";"10";"Eckenheim";"461";"10.72";"10";"B3";40;"12";60435
2787;"Heinrich-Berbalk-Straße";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2788;"Konrad-Duden-Weg";"";"";"";"";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2789;"Friedensallee (Neu-Isenburg)";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"";63263
2790;"Emser Brücke";"";"";"";"";"";"1 ";"Gallus";"161";"1.06";" 1";"A3";7;"13";60327
2790;"Emser Brücke";"";"";"";"";"";"1 ";"Gallus";"161";"1.06";" 1";"A3";7;"4";60327
2790;"Emser Brücke";"";"";"";"";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60327
2790;"Emser Brücke";"";"";"";"";"";"2 ";"Westend-Süd";"170";"2.11";" 2";"A4";3;"13";60486
2790;"Emser Brücke";"";"";"";"";"";"2 ";"Bockenheim";"341";"2.13";" 2";"A4";25;"13";60486
2791;"Esperantostraße";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2792;"Carl-Barthel-Weg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2793;"Ludwig-Zamenhof-Weg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2794;"Ferdinand-Schrey-Weg";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2795;"Ben-Gurion-Ring";"gerade";"102";"";"170";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
2795;"Ben-Gurion-Ring";"gerade";"172";"";"186";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2795;"Ben-Gurion-Ring";"gerade";"2";"";"100";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2795;"Ben-Gurion-Ring";"ungerade";"21";"";"91";"";"15";"Nieder-Eschbach";"670";"15.82";"15";"A2";63;"14";60437
2795;"Ben-Gurion-Ring";"ungerade";"95";"";"163";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
2796;"In den Seewiesen";"";"";"";"";"";"12";"Kalbach-Riedberg";"650";"12.79";"12";"A2";60;"14";60437
2797;"Mecklenburger Straße";"";"";"";"";"";"13";"Nieder-Erlenbach";"640";"13.80";"13";"A2";59;"14";60437
2798;"Im Geiersrain";"";"";"";"";"";"10";"Berkersheim";"500";"10.74";"10";"A2";47;"14";60435
2799;"Herchenhainer Weg";"";"";"";"";"";"10";"Preungesheim";"470";"10.73";"10";"B3";42;"12";60435
2800;"Im Sauern";"";"";"";"";"";"13";"Nieder-Erlenbach";"640";"13.80";"13";"A2";59;"14";60437
2801;"Im Feldchen";"";"";"";"";"";"13";"Nieder-Erlenbach";"640";"13.80";"13";"A2";59;"14";60437
2802;"Hohe Stätte";"";"";"";"";"";"13";"Nieder-Erlenbach";"640";"13.80";"13";"A2";59;"14";60437
2803;"Am Hofgut Goldstein";"";"";"";"";"";"6 ";"Schwanheim";"532";"6.37";"6A";"A6";51;"10";60529
2804;"In den Schafgärten";"";"";"";"";"";"14";"Harheim";"660";"14.81";"14";"A2";62;"14";60437
2829;"Auf der Steinritz";"";"";"";"";"";"13";"Nieder-Erlenbach";"640";"13.80";"13";"A2";59;"14";60437
2830;"Im Storchenhain";"";"";"";"";"";"10";"Bonames";"491";"10.70";"10";"A2";45;"14";60437
2831;"Turiner Straße";"";"";"";"";"";"5 ";"Sachsenhausen-Süd";"323";"5.30";"5A";"A6";22;"8";60598
2833;"Otto-Brenner-Straße";"";"";"";"";"";"6 ";"Sossenheim";"632";"6.54";"6C";"A7";58;"17";65936
2834;"Alfred-Göbel-Weg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2835;"Alt-Bergen";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2836;"Alt-Enkheim";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2837;"Am Bächelchen";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2838;"Am Berger Spielhaus";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2839;"Am Bienenstock";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2840;"Am Günthersbrunnen";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2841;"Am Hessenborn";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2842;"Am Hessen-Center";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2843;"Am Königshof";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2844;"Am Michlersbrunnen";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2845;"Am Mispelbusch";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2846;"Am Rebenborn";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2847;"Am Villaberg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2848;"Am Vogelherd";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2849;"Am Waldacker";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2850;"Am Weißen Turm";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2851;"An den Gerlachswiesen";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2852;"An der Gruckau";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2853;"An der Oberpforte";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2854;"An der Pfaffenmauer";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2855;"Arnswalder Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2856;"Auerbacher Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2857;"Bachrain";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2858;"Barbarossastraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2859;"Beckerserlen";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2860;"Berger Marktplatz";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2861;"Bessemerstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2862;"Bornweidstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2863;"Bruderhofstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2864;"Carl-Schultis-Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2865;"Carl-Zeiss-Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2866;"Conrad-Weil-Gasse";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2867;"Echzeller Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2868;"Edisonstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2869;"Erich-Kästner-Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2870;"Erlenseer Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2871;"Florianweg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2872;"Fritz-Schubert-Ring";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2873;"Gangstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2874;"Gräsigter Weg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2875;"Hahnenkammstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2876;"Haingasse";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2877;"Hammersbacher Weg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2878;"Heilsberger Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2879;"Heinrich-Bingemer-Weg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2880;"Heinrich-Zinß-Weg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2881;"Hinter den Obergärten";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2882;"Hinter der Burg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2883;"Hubertusgasse";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2884;"Im Bleichgarten";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2885;"Im Hermeshain";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2886;"Im Rosenträger";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2887;"Im Sperber";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2888;"Im Wickengarten";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2889;"Im Winkel";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2890;"Isenburgstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2891;"Johann-Usener-Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2892;"Kreuzbergstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2893;"Krummauer Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2894;"Landgraben";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2895;"Laurentiusstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2896;"Leuchte";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2897;"Ludwig-Klemann-Weg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2898;"Marktstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2899;"Milseburgstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2900;"Neuer Weg";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2901;"Nidderauer Straße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2902;"Nordring";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
2903;"Ostpreußenstraße";"";"";"";"";"";"16";"Bergen-Enkheim";"680";"16.83";"16";"A1";64;"18";60388
